pob;dept_num;median;gini
Muscourt;2534;;
Nampcelles-la-Cour;2535;21060;
Nampteuil-sous-Muret;2536;;
Nanteuil-la-Fosse;2537;20970;
Nanteuil-Notre-Dame;2538;;
Nauroy;2539;21750;
Nesles-la-Montagne;2540;24290;
Neufchâtel-sur-Aisne;2541;24860;
Neuflieux;2542;;
Neuilly-Saint-Front;2543;20960;
Neuve-Maison;2544;19910;
La Neuville-Bosmont;2545;20610;
La Neuville-en-Beine;2546;23200;
La Neuville-Housset;2547;;
La Neuville-lès-Dorengt;2548;19990;
Neuville-Saint-Amand;2549;24570;
Neuville-sur-Ailette;2550;22090;
Neuville-sur-Margival;2551;22250;
Neuvillette;2552;23580;
Nizy-le-Comte;2553;21680;
Nogentel;2554;24400;
Nogent-l'Artaud;2555;21670;0.222
Noircourt;2556;;
Noroy-sur-Ourcq;2557;20740;
Le Nouvion-en-Thiérache;2558;19230;0.296
Nouvion-et-Catillon;2559;19880;
Nouvion-le-Comte;2560;23890;
Nouvion-le-Vineux;2561;26750;
Nouvron-Vingré;2562;21090;
Noyales;2563;19860;
Noyant-et-Aconin;2564;23870;
Œuilly;2565;22060;
Ognes;2566;23570;
Ohis;2567;18230;
Oigny-en-Valois;2568;25210;
Oisy;2569;20440;
Ollezy;2570;21320;
Omissy;2571;25100;
Orainville;2572;25580;
Orgeval;2573;;
Origny-en-Thiérache;2574;20100;
Origny-Sainte-Benoite;2575;19410;
Osly-Courtil;2576;23670;
Ostel;2577;25940;
Oulches-la-Vallée-Foulon;2578;;
Oulchy-la-Ville;2579;21840;
Oulchy-le-Château;2580;21090;
Paars;2581;25400;
Paissy;2582;;
Pancy-Courtecon;2583;;
Papleux;2584;25250;
Parcy-et-Tigny;2585;23740;
Parfondeval;2586;23170;
Parfondru;2587;22150;
Pargnan;2588;;
Pargny-Filain;2589;23270;
Pargny-la-Dhuys;2590;24220;
Pargny-les-Bois;2591;20730;
Parpeville;2592;21550;
Pasly;2593;25110;
Passy-en-Valois;2594;24270;
Passy-sur-Marne;2595;24950;
Pavant;2596;21830;
Pernant;2598;25440;
Pierremande;2599;22010;
Pierrepont;2600;21230;
Pignicourt;2601;23010;
Pinon;2602;20050;
Pithon;2604;;
Pleine-Selve;2605;21620;
Le Plessier-Huleu;2606;;
Ploisy;2607;;
Plomion;2608;18580;
Ployart-et-Vaurseine;2609;;
Pommiers;2610;24070;
Pont-Arcy;2612;21710;
Pontavert;2613;23300;
Pontru;2614;21430;
Pontruet;2615;26860;
Pont-Saint-Mard;2616;21880;
Pouilly-sur-Serre;2617;21970;
Prémont;2618;21040;
Prémontré;2619;22840;
Presles-et-Boves;2620;22970;
Presles-et-Thierny;2621;27390;
Priez;2622;;
Prisces;2623;;
Proisy;2624;22140;
Proix;2625;21870;
Prouvais;2626;23630;
Proviseux-et-Plesnoy;2627;22570;
Puiseux-en-Retz;2628;22960;
Puisieux-et-Clanlieu;2629;18680;
Quierzy;2631;20770;
Quincy-Basse;2632;;
Quincy-sous-le-Mont;2633;;
Raillimont;2634;;
Ramicourt;2635;22420;
Regny;2636;24990;
Remaucourt;2637;25460;
Remies;2638;21140;
Remigny;2639;23650;
Renansart;2640;19500;
Renneval;2641;16180;
Résigny;2642;20140;
Ressons-le-Long;2643;24180;
Retheuil;2644;24670;
Reuilly-Sauvigny;2645;22630;
Ribeauville;2647;;
Ribemont;2648;19520;
Rocourt-Saint-Martin;2649;23190;
Rocquigny;2650;19580;
Rogécourt;2651;;
Rogny;2652;;
Romeny-sur-Marne;2653;23670;
Romery;2654;;
Ronchères;2655;21200;
Roucy;2656;25980;
Rougeries;2657;19800;
Roupy;2658;24680;
Rouvroy;2659;27070;
Rouvroy-sur-Serre;2660;;
Royaucourt-et-Chailvet;2661;24950;
Rozet-Saint-Albin;2662;22330;
Rozières-sur-Crise;2663;24220;
Rozoy-Bellevalle;2664;26980;
Grand-Rozoy;2665;23820;
Rozoy-sur-Serre;2666;18140;
Saconin-et-Breuil;2667;26620;
Sains-Richaumont;2668;19290;
Saint-Algis;2670;21560;
Saint-Aubin;2671;20880;
Saint-Bandry;2672;24700;
Saint-Christophe-à-Berry;2673;22750;
Saint-Clément;2674;;
Sainte-Croix;2675;21830;
Saint-Erme-Outre-et-Ramecourt;2676;21480;
Saint-Eugène;2677;20130;
Sainte-Geneviève;2678;;
Saint-Gengoulph;2679;22540;
Saint-Gobain;2680;21840;
Saint-Gobert;2681;20880;
Saint-Mard;2682;18840;
Saint-Martin-Rivière;2683;19530;
Saint-Michel;2684;18600;0.235
Saint-Nicolas-aux-Bois;2685;21950;
Saint-Paul-aux-Bois;2686;23140;
Saint-Pierre-Aigle;2687;25610;
Saint-Pierre-lès-Franqueville;2688;;
Saint-Pierremont;2689;;
Sainte-Preuve;2690;;
Saint-Quentin;2691;18400;0.302
Saint-Rémy-Blanzy;2693;21490;
Saint-Simon;2694;21730;
Saint-Thomas;2696;;
Samoussy;2697;24390;
Sancy-les-Cheminots;2698;21530;
Saponay;2699;21070;
Saulchery;2701;23000;
Savy;2702;24690;
Seboncourt;2703;21160;
Selens;2704;20090;
La Selve;2705;20440;
Septmonts;2706;24140;
Septvaux;2707;23120;
Sequehart;2708;24670;
Serain;2709;20470;
Seraucourt-le-Grand;2710;21470;
Serches;2711;23460;
Sergy;2712;26680;
Seringes-et-Nesles;2713;22340;
Sermoise;2714;21140;
Serval;2715;;
Servais;2716;26400;
Séry-lès-Mézières;2717;22560;
Silly-la-Poterie;2718;23670;
Sinceny;2719;21890;0.213
Sissonne;2720;19110;
Sissy;2721;24730;
Soissons;2722;18280;0.311
Soize;2723;22090;
Sommelans;2724;;
Sommeron;2725;18210;
Sommette-Eaucourt;2726;21820;
Sons-et-Ronchères;2727;19400;
Sorbais;2728;22130;
Soucy;2729;;
Soupir;2730;19870;
Le Sourd;2731;21020;
Surfontaine;2732;;
Taillefontaine;2734;24440;
Tannières;2735;;
Tartiers;2736;21700;
Tavaux-et-Pontséricourt;2737;19910;
Tergnier;2738;18550;0.23
Terny-Sorny;2739;24660;
Thenailles;2740;21290;
Thenelles;2741;18780;
Thiernu;2742;;
Le Thuel;2743;21170;
Torcy-en-Valois;2744;;
Toulis-et-Attencourt;2745;21350;
Travecy;2746;22310;
Trefcon;2747;;
Trélou-sur-Marne;2748;22890;
Troësnes;2749;23190;
Trosly-Loire;2750;20460;
Trucy;2751;24180;
Tugny-et-Pont;2752;21340;
Tupigny;2753;18950;
Ugny-le-Gay;2754;23990;
Urcel;2755;22030;
Urvillers;2756;25260;
Vadencourt;2757;18780;
Vailly-sur-Aisne;2758;20750;0.248
La Vallée-au-Blé;2759;18530;
La Vallée-Mulâtre;2760;18650;
Variscourt;2761;26000;
Vassens;2762;21590;
Vasseny;2763;22990;
Vassogne;2764;;
Vaucelles-et-Beffecourt;2765;26040;
Vaudesson;2766;20460;
Vauxrezis;2767;25570;
Vauxaillon;2768;22250;
Vaux-Andigny;2769;19540;
Vauxbuin;2770;24970;
Vaux-en-Vermandois;2772;23880;
Vauxtin;2773;;
Vendelles;2774;24120;
Vendeuil;2775;23570;
Vendhuile;2776;19340;
Vendières;2777;23730;
Vendresse-Beaulne;2778;;
Vénérolles;2779;18840;
Venizel;2780;20970;
Verdilly;2781;24060;
Le Verguier;2782;21230;
Grand-Verly;2783;19860;
Petit-Verly;2784;22480;
Vermand;2785;22790;
Verneuil-sous-Coucy;2786;22440;
Verneuil-sur-Serre;2787;23410;
Versigny;2788;22380;
Vervins;2789;18480;0.268
Vesles-et-Caumont;2790;21970;
Veslud;2791;23970;
Veuilly-la-Poterie;2792;22810;
Vézaponin;2793;21920;
Vézilly;2794;27910;
Vic-sur-Aisne;2795;21710;
Vichel-Nanteuil;2796;;
Viel-Arcy;2797;19790;
Viels-Maisons;2798;22860;
Vierzy;2799;21250;
Viffort;2800;22760;
Vigneux-Hocquet;2801;20750;
La Ville-aux-Bois-lès-Dizy;2802;20210;
La Ville-aux-Bois-lès-Pontavert;2803;24920;
Villemontoire;2804;23690;
Villeneuve-Saint-Germain;2805;20500;0.245
Villeneuve-sur-Fère;2806;21030;
Villequier-Aumont;2807;24870;
Villeret;2808;21140;
Villers-Agron-Aiguizy;2809;;
Villers-Cotterêts;2810;20260;0.264
Villers-Hélon;2812;24660;
Villers-le-Sec;2813;21030;
Villers-lès-Guise;2814;21620;
Villers-Saint-Christophe;2815;23520;
Villers-sur-Fère;2816;21820;
Ville-Savoye;2817;;
Villiers-Saint-Denis;2818;24860;
Vincy-Reuil-et-Magny;2819;;
Viry-Noureuil;2820;23370;
Vivaise;2821;23470;
Vivières;2822;25300;
Voharies;2823;;
Vorges;2824;26020;
Voulpaix;2826;20680;
Voyenne;2827;21300;
Vregny;2828;;
Vuillery;2829;;
Wassigny;2830;18450;
Watigny;2831;21450;
Wiège-Faty;2832;20090;
Wimy;2833;20240;
Wissignicourt;2834;23840;
Abrest;3001;23170;0.243
Agonges;3002;20970;
Ainay-le-Château;3003;21110;
Andelaroche;3004;20160;
Archignat;3005;17900;
Arfeuilles;3006;17360;
Arpheuilles-Saint-Priest;3007;23600;
Arronnes;3008;21400;
Aubigny;3009;20630;
Audes;3010;21230;
Aurouër;3011;22810;
Autry-Issards;3012;23520;
Avermes;3013;23560;0.255
Avrilly;3014;20600;
Bagneux;3015;22900;
Barberier;3016;22600;
Barrais-Bussolles;3017;18140;
Bayet;3018;21870;
Beaulon;3019;21660;
Beaune-d'Allier;3020;20990;
Bègues;3021;22240;
Bellenaves;3022;20260;
Bellerive-sur-Allier;3023;23070;0.302
Bert;3024;17660;
Bessay-sur-Allier;3025;22250;
Besson;3026;23440;
Bézenet;3027;19450;
Billezois;3028;21310;
Billy;3029;22090;
Biozat;3030;22480;
Bizeneuille;3031;21760;
Blomard;3032;19890;
Bost;3033;22380;
Boucé;3034;20550;
Le Bouchaud;3035;16350;
Bourbon-l'Archambault;3036;21880;0.253
Braize;3037;20350;
Bransat;3038;22290;
Bresnay;3039;21990;
Bressolles;3040;26380;
Le Brethon;3041;20040;
Le Breuil;3042;20380;
Broût-Vernet;3043;21530;
Brugheas;3044;23830;
Busset;3045;23160;
Buxières-les-Mines;3046;18870;
La Celle;3047;21540;
Cérilly;3048;20180;
Cesset;3049;22870;
La Chabanne;3050;17170;
Chambérat;3051;19360;
Chamblet;3052;22930;
Chantelle;3053;21560;
Chapeau;3054;24130;
La Chapelaude;3055;22330;
La Chapelle;3056;21990;
La Chapelle-aux-Chasses;3057;20630;
Chappes;3058;20380;
Chareil-Cintrat;3059;21460;
Charmeil;3060;24160;
Charmes;3061;22170;
Charroux;3062;24980;
Chassenard;3063;21820;
Château-sur-Allier;3064;20050;
Châtel-de-Neuvre;3065;21250;
Châtel-Montagne;3066;17980;
Châtelperron;3067;20840;
Châtelus;3068;18420;
Châtillon;3069;21510;
Chavenon;3070;21820;
Chavroches;3071;20160;
Chazemais;3072;21570;
Chemilly;3073;23070;
Chevagnes;3074;22210;
Chezelle;3075;23310;
Chézy;3076;23880;
Chirat-l'Église;3077;18270;
Chouvigny;3078;22310;
Cindré;3079;21750;
Cognat-Lyonne;3080;22770;
Colombier;3081;21280;
Commentry;3082;20330;0.232
Contigny;3083;22670;
Cosne-d'Allier;3084;20910;0.236
Coulandon;3085;25030;
Coulanges;3086;20820;
Couleuvre;3087;18920;
Courçais;3088;18370;
Coutansouze;3089;20270;
Couzon;3090;19430;
Créchy;3091;22140;
Cressanges;3092;22080;
Creuzier-le-Neuf;3093;24310;
Creuzier-le-Vieux;3094;25400;0.261
Cusset;3095;20770;0.259
Deneuille-lès-Chantelle;3096;;
Deneuille-les-Mines;3097;23600;
Désertines;3098;22100;0.243
Deux-Chaises;3099;20760;
Diou;3100;21080;
Domérat;3101;22590;0.225
Dompierre-sur-Besbre;3102;21010;0.234
Le Donjon;3103;18540;
Doyet;3104;21120;
Droiturier;3105;20640;
Durdat-Larequille;3106;22540;
Ébreuil;3107;22690;
Échassières;3108;20290;
Escurolles;3109;21420;
Espinasse-Vozelle;3110;24210;
Estivareilles;3111;23010;
Étroussat;3112;21210;
Ferrières-sur-Sichon;3113;20330;
La Ferté-Hauterive;3114;23540;
Fleuriel;3115;23340;
Fourilles;3116;21920;
Franchesse;3117;19780;
Gannat;3118;20770;0.242
Gannay-sur-Loire;3119;20720;
Garnat-sur-Engièvre;3120;21670;
Gennetines;3121;23840;
Gipcy;3122;22070;
Gouise;3124;22840;
La Guillermie;3125;14110;
Hauterive;3126;22750;
Hérisson;3127;21930;
Huriel;3128;22370;0.208
Hyds;3129;20730;
Isle-et-Bardais;3130;21340;
Isserpent;3131;20450;
Jaligny-sur-Besbre;3132;20390;
Jenzat;3133;21720;
Laféline;3134;22420;
Lalizolle;3135;18680;
Lamaids;3136;20210;
Langy;3137;22900;
Lapalisse;3138;20090;0.24
Laprugne;3139;18090;
Lavault-Sainte-Anne;3140;23460;
Lavoine;3141;19490;
Lenax;3142;18770;
Lételon;3143;;
Liernolles;3144;20770;
Lignerolles;3145;24080;
Limoise;3146;21110;
Loddes;3147;18880;
Loriges;3148;21710;
Louchy-Montfand;3149;23390;
Louroux-Bourbonnais;3150;20420;
Louroux-de-Beaune;3151;21050;
Louroux-de-Bouble;3152;20790;
Luneau;3154;19280;
Lurcy-Lévis;3155;20010;
Lusigny;3156;22870;
Magnet;3157;22400;
Haut-Bocage;3158;20780;
Malicorne;3159;21660;
Marcenat;3160;22920;
Marcillat-en-Combraille;3161;21440;
Marigny;3162;23890;
Mariol;3163;22640;
Le Mayet-d'École;3164;21340;
Le Mayet-de-Montagne;3165;19350;
Mazerier;3166;23360;
Mazirat;3167;21590;
Meaulne-Vitray;3168;21490;
Meillard;3169;21650;
Meillers;3170;24080;
Mercy;3171;21340;
Mesples;3172;19870;
Molinet;3173;20790;
Molles;3174;23100;
Monestier;3175;21000;
Monétay-sur-Allier;3176;21810;
Monétay-sur-Loire;3177;18640;
Montaiguët-en-Forez;3178;18200;
Montaigu-le-Blin;3179;20670;
Montbeugny;3180;21720;
Montcombroux-les-Mines;3181;20090;
Monteignet-sur-l'Andelot;3182;23340;
Le Montet;3183;20430;
Montilly;3184;24980;
Montluçon;3185;19420;0.286
Montmarault;3186;19010;
Montoldre;3187;21840;
Montord;3188;22050;
Montvicq;3189;20680;
Moulins;3190;19880;0.279
Murat;3191;19300;
Nades;3192;20080;
Nassigny;3193;21980;
Naves;3194;22190;
Néris-les-Bains;3195;23450;0.283
Neuilly-en-Donjon;3196;18380;
Neuilly-le-Réal;3197;23230;
Neure;3198;21380;
Neuvy;3200;25570;
Nizerolles;3201;18970;
Noyant-d'Allier;3202;19430;
Paray-le-Frésil;3203;20240;
Paray-sous-Briailles;3204;22250;
Périgny;3205;20560;
La Petite-Marche;3206;17890;
Pierrefitte-sur-Loire;3207;21530;
Le Pin;3208;18120;
Poëzat;3209;23850;
Pouzy-Mésangy;3210;21920;
Prémilhat;3211;24280;0.23
Quinssaines;3212;23880;
Reugny;3213;22020;
Rocles;3214;20740;
Rongères;3215;22700;
Ronnet;3216;19540;
Saint-Angel;3217;24690;
Saint-Aubin-le-Monial;3218;23110;
Saint-Bonnet-de-Four;3219;22480;
Saint-Bonnet-de-Rochefort;3220;21880;
Saint-Bonnet-Tronçais;3221;20830;
Saint-Caprais;3222;;
Saint-Christophe;3223;22230;
Saint-Clément;3224;18430;
Saint-Désiré;3225;19270;
Saint-Didier-en-Donjon;3226;18300;
Saint-Didier-la-Forêt;3227;21710;
Saint-Éloy-d'Allier;3228;;
Saint-Ennemond;3229;21990;
Saint-Étienne-de-Vicq;3230;23060;
Saint-Fargeol;3231;21260;
Saint-Félix;3232;22730;
Saint-Genest;3233;24070;
Saint-Gérand-de-Vaux;3234;20990;
Saint-Gérand-le-Puy;3235;20990;
Saint-Germain-des-Fossés;3236;20490;0.237
Saint-Germain-de-Salles;3237;22420;
Saint-Hilaire;3238;20960;
Saint-Léger-sur-Vouzance;3239;20580;
Saint-Léon;3240;19800;
Saint-Léopardin-d'Augy;3241;18540;
Saint-Loup;3242;21770;
Saint-Marcel-en-Murat;3243;24150;
Saint-Marcel-en-Marcillat;3244;22040;
Saint-Martin-des-Lais;3245;22140;
Saint-Martinien;3246;21890;
Saint-Menoux;3247;21130;
Saint-Nicolas-des-Biefs;3248;18720;
Saint-Palais;3249;19530;
Saint-Pierre-Laval;3250;19890;
Saint-Plaisir;3251;21410;
Saint-Pont;3252;23790;
Saint-Pourçain-sur-Besbre;3253;21440;
Saint-Pourçain-sur-Sioule;3254;20970;0.246
Saint-Priest-d'Andelot;3255;22020;
Saint-Priest-en-Murat;3256;20580;
Saint-Prix;3257;21930;
Saint-Rémy-en-Rollat;3258;24140;
Saint-Sauvier;3259;20060;
Saint-Sornin;3260;17210;
Sainte-Thérence;3261;23890;
Saint-Victor;3262;24700;0.222
Saint-Voir;3263;21750;
Saint-Yorre;3264;21180;0.219
Saligny-sur-Roudon;3265;19380;
Sanssat;3266;20870;
Saulcet;3267;23210;
Saulzet;3268;23130;
Sauvagny;3269;;
Sazeret;3270;19440;
Serbannes;3271;25480;
Servilly;3272;18460;
Seuillet;3273;22670;
Sorbier;3274;19770;
Souvigny;3275;21640;
Sussat;3276;20580;
Target;3277;21250;
Taxat-Senat;3278;24340;
Teillet-Argenty;3279;21220;
Terjat;3280;18610;
Le Theil;3281;19680;
Theneuille;3282;18960;
Thiel-sur-Acolin;3283;21870;
Thionne;3284;21660;
Tortezais;3285;23890;
Toulon-sur-Allier;3286;24180;
Treban;3287;20800;
Treignat;3288;19560;
Treteau;3289;21340;
Trévol;3290;25010;
Trézelles;3291;21150;
Tronget;3292;21370;
Urçay;3293;20720;
Ussel-d'Allier;3294;23600;
Valignat;3295;;
Valigny;3296;19680;
Vallon-en-Sully;3297;20790;
Varennes-sur-Allier;3298;20200;0.233
Varennes-sur-Tèche;3299;18280;
Vaumas;3300;19590;
Vaux;3301;22840;
Veauce;3302;;
Venas;3303;21240;
Vendat;3304;25300;0.258
Verneix;3305;23170;
Le Vernet;3306;25620;
Verneuil-en-Bourbonnais;3307;23940;
Vernusse;3308;18530;
Le Veurdre;3309;18440;
Vichy;3310;20190;0.304
Vicq;3311;23180;
Vieure;3312;19120;
Le Vilhain;3313;19680;
Villebret;3314;24770;
Villefranche-d'Allier;3315;20340;
Villeneuve-sur-Allier;3316;22210;
Viplaix;3317;18970;
Voussac;3319;21690;
Ygrande;3320;19610;
Yzeure;3321;23540;0.231
Aiglun;4001;24270;
Allemagne-en-Provence;4004;20340;
Allons;4005;;
Allos;4006;20390;
Angles;4007;;
Annot;4008;20850;
Archail;4009;;
Aubenas-les-Alpes;4012;;
Aubignosc;4013;22860;
Authon;4016;;
Auzet;4017;;
Banon;4018;19910;
Barcelonnette;4019;21030;0.264
Barles;4020;;
Barras;4021;21420;
Barrême;4022;18260;
Bayons;4023;19430;
Beaujeu;4024;22100;
Beauvezer;4025;20620;
Bellaffaire;4026;20310;
Bevons;4027;25170;
Beynes;4028;17870;
Blieux;4030;;
Bras-d'Asse;4031;21210;
Braux;4032;21410;
Ubaye-Serre-Ponçon;4033;19920;
La Brillanne;4034;20920;
Brunet;4035;22300;
Le Brusquet;4036;24340;
Le Caire;4037;;
Castellane;4039;21120;
Le Castellard-Mélan;4040;;
Le Castellet;4041;21410;
Castellet-lès-Sausses;4042;20510;
Val-de-Chalvagne;4043;;
Céreste;4045;20500;
Le Chaffaut-Saint-Jurson;4046;24180;
Champtercier;4047;24420;
Château-Arnoux-Saint-Auban;4049;21080;0.225
Châteaufort;4050;;
Châteauneuf-Miravail;4051;;
Châteauneuf-Val-Saint-Donat;4053;23770;
Châteauredon;4054;;
Chaudon-Norante;4055;20290;
Clamensane;4057;18900;
Claret;4058;19770;
Clumanc;4059;19470;
Colmars;4061;20610;
La Condamine-Châtelard;4062;21340;
Corbières-en-Provence;4063;24550;
Cruis;4065;20490;
Curbans;4066;23750;
Curel;4067;;
Dauphin;4068;24570;
Demandolx;4069;22910;
Digne-les-Bains;4070;21480;0.262
Draix;4072;;
Enchastrayes;4073;22140;
Entrages;4074;20030;
Entrepierres;4075;25900;
Entrevaux;4076;20970;
Entrevennes;4077;21150;
L'Escale;4079;23510;
Esparron-de-Verdon;4081;20650;
Estoublon;4084;23060;
Faucon-du-Caire;4085;;
Faucon-de-Barcelonnette;4086;21400;
Fontienne;4087;21610;
Forcalquier;4088;20570;0.296
Le Fugeret;4090;18110;
Ganagobie;4091;;
La Garde;4092;;
Gigors;4093;;
Gréoux-les-Bains;4094;22240;0.304
L'Hospitalet;4095;;
Jausiers;4096;21510;
La Javie;4097;21710;
Lambruisse;4099;19760;
Lardiers;4101;16780;
Le Lauzet-Ubaye;4102;18050;
Limans;4104;18550;
Lurs;4106;23840;
Majastres;4107;;
Malijai;4108;21250;
Mallefougasse-Augès;4109;23980;
Mallemoisson;4110;23800;
Mane;4111;21340;
Manosque;4112;21170;0.386
Marcoux;4113;24140;
Méailles;4115;18740;
Les Mées;4116;21460;0.244
Melve;4118;19170;
Val d'Oronaye;4120;;
Mézel;4121;22540;
Mirabeau;4122;24700;
Mison;4123;22860;
Montagnac-Montpezat;4124;20900;
Montclar;4126;21240;
Montfort;4127;21530;
Montfuron;4128;24830;
Montjustin;4129;;
Montlaux;4130;20150;
Montsalier;4132;21960;
Moriez;4133;19020;
La Motte-du-Caire;4134;20990;
Moustiers-Sainte-Marie;4135;20670;
La Mure-Argens;4136;23340;
Nibles;4137;;
Niozelles;4138;22130;
Noyers-sur-Jabron;4139;22230;
Les Omergues;4140;23990;
Ongles;4141;21230;
Oppedette;4142;;
Oraison;4143;23050;0.239
La Palud-sur-Verdon;4144;18290;
Peipin;4145;21980;
Peyroules;4148;19750;
Peyruis;4149;22080;0.246
Piégut;4150;18730;
Pierrerue;4151;23110;
Pierrevert;4152;27990;0.296
Pontis;4154;;
Prads-Haute-Bléone;4155;19160;
Puimichel;4156;22910;
Puimoisson;4157;21770;
Quinson;4158;18920;
Redortiers;4159;;
Reillanne;4160;21480;
Méolans-Revel;4161;20160;
Revest-des-Brousses;4162;20230;
Revest-du-Bion;4163;20790;
Revest-Saint-Martin;4164;;
Riez;4166;20130;
La Robine-sur-Galabre;4167;23480;
La Rochegiron;4169;;
La Rochette;4170;;
Rougon;4171;;
Roumoules;4172;20550;
Saint-André-les-Alpes;4173;23120;
Saint-Benoît;4174;24060;
Sainte-Croix-à-Lauze;4175;;
Sainte-Croix-du-Verdon;4176;23000;
Hautes-Duyes;4177;;
Saint-Étienne-les-Orgues;4178;20660;
Saint-Geniez;4179;18700;
Saint-Jacques;4180;;
Saint-Jeannet;4181;;
Saint-Julien-d'Asse;4182;21920;
Saint-Julien-du-Verdon;4183;20650;
Saint-Jurs;4184;18850;
Saint-Laurent-du-Verdon;4186;;
Saint-Lions;4187;;
Saint-Maime;4188;22120;
Saint-Martin-de-Brômes;4189;21530;
Saint-Martin-les-Eaux;4190;21630;
Saint-Martin-lès-Seyne;4191;;
Saint-Michel-l'Observatoire;4192;22620;
Saint-Paul-sur-Ubaye;4193;21560;
Saint-Pierre;4194;19380;
Saint-Pons;4195;23310;
Sainte-Tulle;4197;22180;0.248
Saint-Vincent-sur-Jabron;4199;21690;
Salignac;4200;23880;
Saumane;4201;21070;
Sausses;4202;20210;
Selonnet;4203;19390;
Senez;4204;21210;
Seyne;4205;20830;
Sigonce;4206;20830;
Sigoyer;4207;20890;
Simiane-la-Rotonde;4208;21840;
Sisteron;4209;20900;0.259
Soleilhas;4210;18170;
Sourribes;4211;19960;
Tartonne;4214;18600;
Thèze;4216;19870;
Thoard;4217;21110;
Thorame-Basse;4218;20970;
Thorame-Haute;4219;18190;
Les Thuiles;4220;21370;
Turriers;4222;20960;
Ubraye;4224;;
Uvernet-Fours;4226;23250;
Vachères;4227;19380;
Valavoire;4228;;
Valbelle;4229;20950;
Valensole;4230;21900;0.277
Valernes;4231;20580;
Vaumeilh;4233;18090;
Venterol;4234;21270;
Verdaches;4235;;
Vergons;4236;;
Le Vernet;4237;18840;
Villars-Colmars;4240;20320;
Villemus;4241;22410;
Villeneuve;4242;22910;0.223
Volonne;4244;22980;
Volx;4245;23570;0.234
Abriès-Ristolas;5001;19460;
Aiguilles;5003;23060;
Ancelle;5004;23090;
L'Argentière-la-Bessée;5006;20810;0.256
Arvieux;5007;19610;
Aspremont;5008;19360;
Aspres-lès-Corps;5009;;
Aspres-sur-Buëch;5010;19880;
Avançon;5011;21700;
Baratier;5012;21630;
Barcillonnette;5013;21650;
Barret-sur-Méouge;5014;18300;
La Bâtie-Montsaléon;5016;20580;
La Bâtie-Neuve;5017;22770;0.233
La Bâtie-Vieille;5018;26630;
La Beaume;5019;21430;
Le Bersac;5021;20980;
Bréziers;5022;19960;
Briançon;5023;21630;0.263
Valdoule;5024;18530;
Buissard;5025;21940;
Ceillac;5026;22100;
Cervières;5027;20180;
Chabestan;5028;19690;
Chabottes;5029;21360;
Champcella;5031;21620;
Champoléon;5032;19900;
Chanousse;5033;;
Châteauneuf-d'Oze;5035;;
Châteauroux-les-Alpes;5036;22240;
Châteauvieux;5037;27840;
Château-Ville-Vieille;5038;20270;
Aubessagne;5039;20740;
Chorges;5040;22770;0.232
Crévoux;5044;21440;
Crots;5045;21370;
Embrun;5046;21750;0.28
Éourres;5047;;
L'Épine;5048;19590;
Esparron;5049;;
Espinasses;5050;19420;
Étoile-Saint-Cyrice;5051;;
Eygliers;5052;22550;
Garde-Colombe;5053;21380;
La Fare-en-Champsaur;5054;20290;
La Faurie;5055;21370;
Forest-Saint-Julien;5056;20900;
Fouillouse;5057;27550;
Freissinières;5058;21880;
La Freissinouse;5059;24840;
Furmeyer;5060;23480;
Gap;5061;22280;0.259
Le Glaizil;5062;22540;
La Grave;5063;19800;
La Chapelle-en-Valgaudémar;5064;21110;
Guillestre;5065;21330;0.249
La Haute-Beaume;5066;;
Jarjayes;5068;22280;
Laragne-Montéglin;5070;21080;0.245
Lardier-et-Valença;5071;23960;
Laye;5072;22420;
Lazer;5073;23300;
Lettret;5074;22440;
Manteyer;5075;22750;
Méreuil;5076;;
Molines-en-Queyras;5077;21810;
Monêtier-Allemont;5078;20740;
Le Monêtier-les-Bains;5079;21670;
Montbrand;5080;;
Montclus;5081;;
Mont-Dauphin;5082;18670;
Montgardin;5084;23700;
Montgenèvre;5085;20100;
Montjay;5086;;
Montmaur;5087;22120;
Montrond;5089;;
La Motte-en-Champsaur;5090;20580;
Moydans;5091;;
Neffes;5092;25840;
Névache;5093;19770;
Nossage-et-Bénévent;5094;;
Le Noyer;5095;21920;
Orcières;5096;21150;
Orpierre;5097;21390;
Les Orres;5098;22120;
Oze;5099;;
Pelleautier;5100;25100;
Vallouise-Pelvoux;5101;21550;
La Piarre;5102;;
Le Poët;5103;22380;
Poligny;5104;22880;
Prunières;5106;24560;
Puy-Saint-André;5107;25140;
Puy-Saint-Eusèbe;5108;24120;
Puy-Saint-Pierre;5109;24730;
Puy-Saint-Vincent;5110;21310;
Puy-Sanières;5111;22730;
Rabou;5112;;
Rambaud;5113;24420;
Réallon;5114;21460;
Remollon;5115;19330;
Réotier;5116;22450;
Ribeyret;5117;18750;
Val Buëch-Méouge;5118;22300;
Risoul;5119;23190;
Rochebrune;5121;22960;
La Roche-de-Rame;5122;21660;
La Roche-des-Arnauds;5123;23050;
La Rochette;5124;22470;
Rosans;5126;18800;
Rousset;5127;21400;
Saint-André-d'Embrun;5128;22410;
Saint-André-de-Rosans;5129;19680;
Saint-Apollinaire;5130;23750;
Saint-Auban-d'Oze;5131;;
Saint-Bonnet-en-Champsaur;5132;22600;0.238
Saint-Chaffrey;5133;23280;
Saint-Clément-sur-Durance;5134;20980;
Sainte-Colombe;5135;;
